True,trizol_depth,ivt_depth,trizol_median,ivt_median,ks_stat,ks_pval,ks_effect_size,u_stat,u_pval,u_effect_size
4045,1643.0,52618,17.0,17.0,0.02896484907226582,0.13574334195174284,0.0007256533699601727,42975189.5,0.6827550963577056,0.4971024462838497
4046,1643.0,52618,23.0,22.0,0.04360989103539292,0.0044969987256291265,0.0010925540925303798,44747550.5,0.014852057049970554,0.5176036936093115
4047,1643.0,52618,29.0,34.0,0.07014236696804838,2.82140152649144e-07,0.001757269469637383,39687970.5,1.5184143174953376e-08,0.45907853934166504
4048,1643.0,52618,11.0,16.0,0.14304611283563862,6.447249578909194e-29,0.0035837194794250036,35683291.5,3.21359867591231e-34,0.41275563185380953
4049,1643.0,52618,6.0,6.0,0.03299745126086717,0.06094287192347417,0.0008266817357758011,44120286.5,0.11910741574581293,0.5103480078870696
4050,1643.0,52618,21.0,18.0,0.06875924262348909,5.223615831435455e-07,0.0017226181983948056,47387165.5,2.730110947604395e-11,0.5481366380596796
4051,1643.0,52618,81.0,93.0,0.08258352261700314,6.379327972297332e-10,0.0020689564561754015,38181626.0,7.048425387792469e-16,0.44165435704931655
4052,1643.0,52618,19.0,23.0,0.09528868795075485,4.550768430216024e-13,0.002387257650058228,38176992.5,4.970327479894063e-16,0.44160076044598207
4053,1643.0,52618,13.0,12.0,0.05410568720399983,0.00016782951892786347,0.00135550418908232,45186803.0,0.0015677350058063342,0.5226846134336743
4054,1643.0,52618,6.0,6.0,0.11063163669324672,1.8150379003201682e-17,0.00277164295903524,37725553.0,3.68149865442526e-23,0.43637887120220903
4055,1643.0,52618,42.0,44.0,0.026388163593559555,0.21424626718045145,0.0006610999349919588,42532513.5,0.26753806469188646,0.491981926163487
4056,1643.0,52618,38.0,43.0,0.07071553310419343,2.1779560529631309e-07,0.0017716289416029715,39724120.0,2.1304709840793015e-08,0.4594966876986825
4057,1643.0,52616,23.0,24.0,0.03566799534074139,0.03385354253644012,0.0008935871148208088,41725663.0,0.01560914668835366,0.4826672742605944
4058,1643.0,52616,26.0,29.0,0.05253003397831074,0.00028762452779178217,0.001316030269032273,40596321.5,2.613970517410451e-05,0.4696034630632895
4059,1643.0,52616,40.0,42.0,0.03520099831473428,0.03764313364631228,0.0008818874798647917,41742373.0,0.01778605051751319,0.48286056945527817
4060,1643.0,52616,12.0,21.0,0.12056861222887894,1.1480327753866116e-20,0.003020594718326925,36828835.5,3.6471867606112686e-25,0.426022557028676
4061,1643.0,52616,44.0,43.0,0.05001988013893377,0.0006565274793315835,0.0012531436081572459,44845837.5,0.009469576796076457,0.5187603165960131
4062,1643.0,52615,22.0,19.0,0.08950022178471306,1.404371603520977e-11,0.002242241741094142,46494658.0,1.2198833180597075e-07,0.5378434937376546
4063,1643.0,52615,26.0,29.0,0.050138996461913554,0.0006318918715527048,0.001256128180261967,40866644.0,0.00016277654789415236,0.47273944000820395
4064,1643.0,52611,51.0,48.0,0.04278812394830789,0.005646670169330251,0.0010719686059815182,45574742.5,0.0001652433261091713,0.527242127021635
4065,1643.0,52610,43.0,61.0,0.11950287505887147,2.6077951334814622e-20,0.002993900069373339,36658559.0,8.942874911412085e-26,0.4241012223410868
4066,1643.0,52610,107.0,123.0,0.060248098555465535,1.7654489853533303e-05,0.0015093928606818862,40045313.5,3.832936005481207e-07,0.46328243301603933
4067,1643.0,52610,9.0,9.0,0.02887798604853431,0.13794727773728754,0.0007234788651861048,43785037.0,0.35347343808324694,0.5065471261963601
4068,1643.0,52610,15.0,14.0,0.03418763896484228,0.04716244209390886,0.0008565013571274204,43989112.0,0.2145321616681931,0.5089080607041583
4069,1643.0,52610,24.0,22.0,0.0378271628190443,0.0203542183132571,0.0009476821819754704,45193134.5,0.0015800309996866176,0.5228373429210663
4070,1643.0,52610,46.0,46.0,0.035847483225882826,0.03248907976895088,0.0008980853595694547,43251761.5,0.9583344733957693,0.5003776858919948
4071,1643.0,52610,14.0,14.0,0.016332981367156663,0.7858800409938962,0.00040918943602080037,42630927.5,0.3421014549965471,0.4931952852343228
4072,1643.0,52610,13.0,18.0,0.09285168148399153,1.9795046865598487e-12,0.002326208934298912,38033568.5,5.520455676828674e-17,0.44000864548013074
4073,1643.0,52610,34.0,34.0,0.034212558494083,0.046905420447756516,0.000857125664955042,43520942.5,0.6284409212480848,0.5034918287891827
4074,1643.0,52610,11.0,11.0,0.015542509373456581,0.8334595540628658,0.000389385777275264,43709855.5,0.4256994116767292,0.5056773548000694
4075,1643.0,52610,13.0,13.0,0.05014855116769512,0.0006299681451245796,0.0012563693613728585,45008898.0,0.004005563813731883,0.5207059191286078
4076,1643.0,52610,26.0,25.0,0.033493281849940715,0.05483128499655577,0.0008391056600494249,43867352.5,0.29881946955681626,0.5074994305181862
4077,1643.0,52610,41.0,41.0,0.03730584256526309,0.02307768196028915,0.0009346215694739519,43284240.5,0.9169404546688954,0.5007534339840138
4078,1643.0,52610,11.0,6.0,0.07247258533637257,9.722297417349614e-08,0.0018156523695295277,45737259.0,1.4325481518056848e-05,0.5291322948190864
4079,1643.0,52610,22.0,22.0,0.019378624481320356,0.5838267735810292,0.00048549179382005066,43118023.5,0.8714239433975894,0.49883047697760585
4080,1643.0,52610,20.0,22.0,0.05451651427846227,0.00014546260285062685,0.0013657997416369621,40576253.0,2.3394064083008506e-05,0.4694248482413395
4081,1643.0,52610,22.0,25.0,0.0653276333862921,2.2839733906686265e-06,0.0016366502147405573,39812741.0,5.0028800976299783e-08,0.46059181221087014
4082,1643.0,52610,13.0,11.0,0.08248456730314813,6.722989976165513e-10,0.0020664820963467883,46794571.5,3.6675373591471017e-09,0.5413642956363174
4083,1643.0,52610,25.0,30.0,0.07191912652538118,1.2561521525282535e-07,0.0018017865912224693,39714648.0,1.911829078643123e-08,0.4594569787002811
4084,1643.0,52610,12.0,15.0,0.11829394239099988,6.554818751243059e-20,0.002963612734475117,37138542.0,1.0965618108489982e-22,0.42965412410689113
4085,1643.0,52610,23.0,26.0,0.08530273005358857,1.4762643642382783e-10,0.0021370853989860967,38511140.5,4.921486926210395e-14,0.44553365449523896
4086,1643.0,52610,22.0,26.0,0.10381134597503905,1.974400402089617e-15,0.002600780908101979,37215763.5,7.492043131895705e-22,0.43054749617154353
4087,1643.0,52610,16.0,18.0,0.060865799774011964,1.3889504999462317e-05,0.001524868101090513,40178437.0,1.0159249762655692e-06,0.46482253280753205
4088,1643.0,52610,17.0,18.0,0.0496699666339766,0.0007342360358494875,0.0012443794049136938,41908419.0,0.035611128445236895,0.48483661685344553
4089,1643.0,52610,14.0,15.0,0.04833533726916894,0.0011167667690055855,0.001210942996409573,41868927.5,0.030336669924487244,0.48437974146393326
4090,1643.0,52610,12.0,15.0,0.07090109318527232,2.0021244780992385e-07,0.0017762818484614706,39464522.0,1.3158158443703002e-09,0.4565632822421283
4091,1643.0,52610,16.0,17.0,0.021395093351633865,0.4553162274636977,0.0005360102963058418,42794633.0,0.4939943771416164,0.4950891868100492
4092,1643.0,52610,33.0,31.0,0.0419180494556633,0.0071517874090503706,0.0010501709779909504,44670105.5,0.020220413391000443,0.5167864439149206
4093,1643.0,52610,32.0,37.0,0.07215286569380236,1.1275942490321913e-07,0.0018076424479305752,40118517.0,7.015689080298977e-07,0.4641293210191833
4094,1643.0,52610,33.0,33.0,0.03550273993347619,0.03515494740538866,0.0008894485216143532,42153415.0,0.08820406961164433,0.4876709645720418
4095,1643.0,52610,6.0,6.0,0.0331298431261261,0.05925715725314735,0.0008300004463053581,44414075.0,0.040694502963059744,0.5138244385615023
4096,1643.0,52610,48.0,52.0,0.0694229740706167,3.893107364970015e-07,0.0017392505978097233,39819980.5,5.396441330748165e-08,0.46067556566116635
4097,1643.0,52610,6.0,8.0,0.09547400496285041,4.063678002146529e-13,0.0023919058846141846,38529623.5,4.617006511803138e-15,0.4457474834919688
4098,1643.0,52609,35.0,36.0,0.03461107273937136,0.042957173590682116,0.0008671098737092309,42016398.0,0.054483164437293105,0.486095060648334
4099,1643.0,52609,6.0,6.0,0.05499458232889276,0.00012298622608119506,0.0013777771552181083,40859694.5,2.6311448181979674e-05,0.47271295545253306
4100,1643.0,52609,24.0,25.0,0.03761148042552859,0.02144425198660239,0.0009422789720325106,41742293.0,0.01814221616475517,0.4829238919394168
4101,1643.0,52609,74.0,95.0,0.09436720355467076,7.970624356238175e-13,0.002364177919960942,37931729.5,2.7461192888904477e-17,0.4388388160212758
4102,1643.0,52609,50.0,54.0,0.04503880978086283,0.0029961180643594087,0.0011283555686118084,41194982.0,0.0012089457905873912,0.4765919552098928
4103,1643.0,52609,17.0,16.0,0.03657469724018608,0.02744141897608757,0.0009163044827794357,44276968.0,0.0881375852761659,0.5122479905413202
4104,1643.0,52609,35.0,42.0,0.11955047461556989,2.5144385056674757e-20,0.002995093440945692,36693116.0,1.64728935844073e-25,0.42450907970255697
4105,1643.0,52609,39.0,43.0,0.060046956736040435,1.9078711442107276e-05,0.0015043540968547675,41326366.0,0.0024387956737012178,0.47811195969595605
4106,1643.0,52609,18.0,17.0,0.021774691312140715,0.43279186154315785,0.00054552050368118,43975533.5,0.22517998325686328,0.508760642064685
4107,1643.0,52609,19.0,19.0,0.024990424483095353,0.2693875287113005,0.0006260841430906328,43014677.5,0.7433293394156477,0.49764433086651144
4108,1643.0,52609,34.0,39.0,0.06277737458560223,6.5101664047838295e-06,0.001572759150189441,39651634.0,1.1506748544563104e-08,0.45873669213709234
4109,1643.0,52607,53.0,67.0,0.11909958176883695,3.5505324824156635e-20,0.0029837989575047523,37011276.5,3.17223142478719e-23,0.4282062130196786
4110,1643.0,52607,21.0,24.0,0.07926163782637435,3.576269041800339e-09,0.0019857399060853524,39328863.0,4.861052496240808e-10,0.4550197961315859
4111,1643.0,52606,15.0,20.0,0.09499248527663323,5.453178170425709e-13,0.0023798451339508138,38721930.0,3.800581365424049e-13,0.4480063311986911
4112,1643.0,52606,20.0,16.0,0.05791058641961955,4.2799894851828455e-05,0.0014508329463496091,46133881.0,2.222800599655933e-06,0.533761379424192
4113,1643.0,52606,71.0,78.0,0.05172204379094525,0.00037682170555584167,0.0012957914920892213,41118484.5,0.0007916457577577092,0.47573407072672375
4114,1643.0,52606,12.0,12.0,0.032362389716045936,0.06961810622390388,0.0008107744045696313,44379838.5,0.05971146773556776,0.5134673975593527
4115,1643.0,52606,13.0,13.0,0.016187668180564108,0.7949116259336628,0.0004055493783254273,43386572.0,0.7836672254257073,0.5019754682942679
4116,1643.0,52605,12.0,11.0,0.030055912867769374,0.11043994605513562,0.0007529904956905874,44311570.0,0.07261056265581275,0.5126872880908327
4117,1643.0,52603,46.0,50.0,0.06551433874120116,2.1120309962856903e-06,0.0016413310427112516,39274831.5,2.9482640707074333e-10,0.45442922524581486
4118,1643.0,52603,13.0,16.0,0.08977256330041133,1.2010952641673493e-11,0.002249072458943428,37931932.0,1.575039578406342e-17,0.43889121385121493
4119,1643.0,52604,6.0,6.0,0.04765803062910867,0.0013756339145537867,0.0011939765262046777,45476052.0,5.4251606438864884e-05,0.526170410799824
4120,1643.0,52604,13.0,17.0,0.10303132864749542,3.312355370961605e-15,0.0025812436276721118,37265805.0,1.1891007790219222e-21,0.4311755982167523
4121,1643.0,52604,46.0,48.0,0.029086258850276603,0.1327159962101231,0.0007286979727007831,42237167.5,0.11800935823435355,0.48869562763486973
4122,1643.0,52604,56.0,62.0,0.07648913021293519,1.427936817457436e-08,0.0019162819944195761,38982858.0,1.2907190428353266e-11,0.45104237298372346
4123,1643.0,52604,6.0,6.0,0.08127905035628802,1.2661384818527185e-09,0.0020362838521980875,39722312.0,7.017377113373608e-14,0.45959805884114074
4124,1643.0,52604,23.0,23.0,0.03217047753716801,0.07243790166554066,0.0008059668960117048,44351146.5,0.06868986124328143,0.5131549452302537
4125,1643.0,52604,25.0,29.0,0.08740406448937854,4.611888561588508e-11,0.002189733816475781,38757529.0,9.900344998919654e-13,0.4484352545712651
4126,1643.0,52604,18.0,19.0,0.045771532061254144,0.002420576830893249,0.00114671408214218,41068356.0,0.0005676252458607282,0.4751721575873256
4127,1643.0,52604,15.0,15.0,0.025079623158932113,0.2655867095247259,0.0006283197384059465,42531973.5,0.27301070709382536,0.49210661401790606
4128,1643.0,52603,15.0,15.0,0.014192345518479588,0.9033479135070126,0.00035556090034554437,42838340.0,0.5450851846062021,0.4956607810530467
4129,1643.0,52603,35.0,41.0,0.09698172193928573,1.6030287902068055e-13,0.0024296835449006023,38440465.0,2.2304147606973677e-14,0.44477519217463385
4130,1643.0,52603,25.0,30.0,0.09451350403415126,7.295558992047865e-13,0.002367847269884898,37861322.5,1.0368567460123399e-17,0.4380742270137286
4131,1643.0,52603,24.0,19.0,0.10768445257253692,1.428639616180935e-16,0.0026978191067891996,47673976.0,6.238410539004284e-13,0.5516114812120219
4132,1643.0,52603,21.0,23.0,0.05720378472266374,5.555716269298494e-05,0.0014331266930247312,40501952.0,1.4161087031227074e-05,0.46862761634771577
4133,1643.0,52603,19.0,19.0,0.03765069021644918,0.021242651700851028,0.0009432629225775781,41609382.5,0.010219239048063282,0.4814411349525909
4134,1643.0,52603,9.0,7.0,0.06862519348614943,5.542051658874515e-07,0.0017192673015571053,46046598.5,1.6536704206027194e-06,0.5327819186585205
4135,1643.0,52603,14.0,15.0,0.048944499565637845,0.0009235564477718121,0.0012262067823715609,43231377.0,0.976600419901403,0.5002084135337345
4136,1643.0,52603,78.0,90.0,0.07925419692789715,3.5899846635934477e-09,0.0019855557757633463,39016106.5,1.864966387576853e-11,0.4514356490339927
4137,1643.0,52603,21.0,26.0,0.06749166684302027,9.088784153109072e-07,0.0016908690531300303,39220652.5,1.434749302941232e-10,0.45380234741962755
4138,1643.0,52601,20.0,20.0,0.039084522471524275,0.014928386935307528,0.000979185292760932,42747663.0,0.45730093296321306,0.4946304094827604
4139,1643.0,52601,27.0,27.0,0.03286642954041996,0.06265452193868522,0.0008234032910339296,42890284.5,0.6069831868971118,0.49628067352049376
4140,1643.0,52599,6.0,6.0,0.047021148087013964,0.0016690616591127554,0.001178022405225489,44765279.0,0.0016092261314266016,0.517995807390167
4141,1643.0,52599,47.0,50.0,0.045115805563741396,0.0029302847548204605,0.0011302877948776008,41344750.0,0.002838796015728124,0.4784155853824704
4142,1643.0,52599,13.0,20.0,0.11861649360345411,5.1319591781509927e-20,0.0029717030055407233,36746910.0,1.7773714158794865e-25,0.42521225690437014
4143,1643.0,52599,24.0,21.0,0.0663421844975357,1.4884186689217156e-06,0.001662072980546468,45454064.0,0.0002844543544487274,0.5259659965672129
4144,1643.0,52596,24.0,28.0,0.06894220078896285,4.819201535750239e-07,0.0017272127682407582,39660915.0,1.2823353973422851e-08,0.4589574768002695
4145,1643.0,52596,37.0,41.0,0.055770633388828206,9.336820855483888e-05,0.0013972247618976475,40146781.5,9.68653610281117e-07,0.46457994070211794
4146,1643.0,52596,10.0,12.0,0.04750172041436962,0.001442873914103303,0.001190063227953071,40944087.5,0.0002087179855631802,0.4738063932435612
4147,1643.0,52596,13.0,13.0,0.035214187018056564,0.03753293351803818,0.0008822229743867195,41660683.5,0.013110922197951715,0.48209886688026793
4148,1643.0,52595,18.0,19.0,0.03581779415817543,0.03271261961624222,0.0008973454358530324,42537305.0,0.28125852744300617,0.4922525202489863
4149,1643.0,52594,21.0,24.0,0.06642395561483849,1.4375612372561221e-06,0.0016641239911196412,39934762.5,1.5462229269738654e-07,0.46214402287128326
4150,1643.0,52594,33.0,35.0,0.04245947857531085,0.0061776982757128784,0.0010637402770367517,41112941.0,0.0008096001620969025,0.47577846358319315
4151,1643.0,52594,12.0,13.0,0.08097862214461055,1.480499758682348e-09,0.0020287630664463903,38975109.0,6.627141590995674e-12,0.45103845716139557
4152,1643.0,52594,55.0,55.0,0.03434744007952051,0.04553679032608036,0.0008605088110275948,42533199.5,0.28165680999871423,0.49221436893525666
4153,1643.0,52592,10.0,15.0,0.11431620924644403,1.2737404664142156e-18,0.0028639736100630575,37245362.0,2.258556665937071e-22,0.4310373951424496
4154,1643.0,52592,17.0,20.0,0.06979627133651978,3.296122048860765e-07,0.0017486118592128811,39289014.5,3.253738866977313e-10,0.45468841107770497
4155,1643.0,52592,18.0,19.0,0.03408170125918866,0.04827061427071038,0.0008538517296522888,41634623.5,0.011884084469159121,0.48183394381229583
4156,1643.0,52592,30.0,29.0,0.033089590005890124,0.059767867875157886,0.0008289962829363456,44772127.5,0.012076243729248494,0.5181440097853159
4157,1643.0,52592,6.0,6.0,0.0972193920016532,1.3827938245188784e-13,0.002435645608916754,38326224.5,4.5386845663454606e-17,0.4435461245919622
4158,1643.0,52592,31.0,34.0,0.05281453515490392,0.0002613052768419281,0.0013231669936264753,40659110.0,4.6272038536091276e-05,0.47054440934713765
4159,1643.0,52592,25.0,28.0,0.05127702715339072,0.00043650335600411554,0.001284647676281883,40660400.5,4.651789535125888e-05,0.4705593441934799
4160,1643.0,52592,17.0,19.0,0.059724132267489516,2.1599048499767453e-05,0.0014962737115368982,40617411.0,3.3481025424396184e-05,0.47006183037958604
4161,1643.0,52592,41.0,49.0,0.09582566589162089,3.2762806353948253e-13,0.0024007284713988084,38067288.0,2.0238212044676073e-16,0.44054947458041704
4162,1643.0,52592,24.0,27.0,0.06965785927743162,3.506543813423289e-07,0.0017451442102490462,39170695.0,1.072604227084726e-10,0.4533191096040193
4163,1643.0,52591,22.0,21.0,0.034119001428738194,0.04787864165993064,0.0008547864601308585,44635309.5,0.02170489859807841,0.5165704489750155
4164,1643.0,52591,7.0,7.0,0.034390379864190024,0.045108215656667824,0.0008615853288691545,44654166.5,0.01354801031751265,0.51678868357595
4165,1643.0,52591,53.0,64.0,0.11719598500644857,1.5023977598459508e-19,0.0029361217201636066,36740086.0,4.496490124496829e-25,0.4251979639661887
4166,1643.0,52590,32.0,38.0,0.08496173328116063,1.778777714023706e-10,0.0021285546796367652,39205197.0,1.5622668370717668e-10,0.4537356532354413
4167,1643.0,52589,51.0,53.0,0.05302815236199243,0.00024303754540102947,0.001328519911438567,41590006.0,0.009893504439028844,0.48134504660892696
4168,1643.0,52589,33.0,35.0,0.050737001194404496,0.0005208354281364962,0.001271119458835999,41328412.0,0.00271405318908208,0.4783174688749248
4169,1643.0,52589,7.0,8.0,0.07780326420410089,7.4551878081366e-09,0.001949213409595398,39146382.5,1.9180854839316587e-11,0.45306358717604855
4170,1643.0,52589,32.0,36.0,0.05158532108227226,0.0003943110149469259,0.0012923725067379552,40748151.5,8.591454814831491e-05,0.4716017805574521
4171,1643.0,52589,28.0,30.0,0.04480023182333326,0.003209483345512467,0.0011223849476796233,41459428.0,0.005261738316354273,0.4798337923548136
4172,1643.0,52589,12.0,12.0,0.01720957013810298,0.7294011268256674,0.0004311531814213361,42416686.0,0.20260070995897594,0.4909126894491484
4173,1643.0,52589,21.0,26.0,0.11962627491751598,2.3737013667171878e-20,0.002997009721821895,36813962.0,1.4921274486050063e-24,0.426069143984958
4174,1643.0,52589,86.0,97.0,0.08394451549526327,3.085735873283861e-10,0.002103070827929754,38595263.0,1.6812694985080562e-13,0.44668516440268835
4175,1643.0,52589,19.0,24.0,0.08638281309323614,8.148739909242075e-11,0.002164157755620668,38587258.5,1.317394633375308e-13,0.44659252372296393
4176,1643.0,52589,30.0,28.0,0.03139796272908457,0.08478954070347103,0.0007866164821177561,44152817.0,0.12797258588250787,0.5110059314918209
4177,1643.0,52589,6.0,6.0,0.03213633365607016,0.07295164001245949,0.0008051149670702657,43383429.0,0.7495371595319548,0.5021013619007431
4178,1643.0,52589,27.0,21.0,0.11917093576299087,3.3637594544919146e-20,0.0029856020618092526,47769264.0,1.1653337463450185e-13,0.5528611514639872
4179,1643.0,52589,50.0,60.0,0.12917639536544523,1.1667935509211394e-23,0.003236269899794912,35845491.0,5.404516628414706e-32,0.4148604723960576
4180,1643.0,52589,31.0,36.0,0.07401655254986861,4.70907830771936e-08,0.001854344521892462,38948052.0,9.840952917825796e-12,0.4507681942932855
4181,1643.0,52589,67.0,77.0,0.07447494712814873,3.7858176252256395e-08,0.0018658287297596983,39657683.5,1.4104700237699828e-08,0.45898116756005214
4182,1643.0,52589,38.0,39.0,0.023637348421324478,0.3319363406045055,0.0005921889908019538,42153376.5,0.09314696520367476,0.4878652572475259
4183,1643.0,52589,21.0,19.0,0.03954602560141873,0.013289250899993941,0.0009907507633134158,44743502.0,0.013192542219741327,0.517842268540106
4184,1643.0,52589,19.0,19.0,0.01567693949127913,0.8256618503555063,0.00039275602367601294,43719825.5,0.40662765261956624,0.5059946719659443
4185,1643.0,52589,12.0,16.0,0.10785846078144296,1.2671541998572487e-16,0.002702189429250535,37443014.5,1.1213753756756469e-20,0.4333495301655217
4186,1643.0,52588,132.0,152.0,0.05444424234026579,0.0001491998364298882,0.0013639977563818782,41007531.5,0.0004474697548019654,0.47461275934038816
4187,1643.0,52588,66.0,55.0,0.06788742503016479,7.655265912704388e-07,0.0017007913315969505,45448879.5,0.00032110500137614434,0.5260160102156796
4188,1643.0,52588,41.0,43.0,0.05492436964830616,0.000126082040166095,0.001376026440091935,40762559.5,9.515797062031375e-05,0.47177750365373133
4189,1643.0,52587,16.0,20.0,0.1045753574336501,1.185639739210888e-15,0.0026199390030952337,37694366.0,9.136377738522799e-19,0.43627515743814316
4190,1643.0,52584,22.0,24.0,0.06843640211310986,6.02242415777143e-07,0.001714546892171221,39766079.0,3.8892985587681234e-08,0.46027945294195377
4191,1643.0,52573,31.0,34.0,0.04342933807055793,0.004730123985434899,0.0010880448173996007,40870387.5,0.00020598551244901858,0.4731604452871079
4192,1643.0,52569,37.0,44.0,0.08298183460402225,5.166782992081817e-10,0.0020789646627803293,38776890.0,1.6662627403749833e-12,0.4489579802411848
4193,1643.0,52565,24.0,22.0,0.0445641454029122,0.0034343877827544235,0.001116477971297797,45053843.5,0.0027190755771740573,0.5216721041953738
4194,1643.0,52564,7.0,7.0,0.010276733975237373,0.995831617940671,0.00025746595843967405,42968867.0,0.7189360310018817,0.4975399203813241
4195,1643.0,52564,62.0,77.0,0.11742477523733297,1.265730026310831e-19,0.0029418765119241025,37029345.5,6.879321467621431e-23,0.42876572965823234
4196,1643.0,52563,7.0,7.0,0.07663927363331291,1.327054492752914e-08,0.0019200662172205887,45918940.0,2.8562065342466357e-06,0.5317091651858769
4197,1643.0,52563,32.0,34.0,0.05919702721398257,2.641168124633138e-05,0.0014830804980913864,40333757.0,5.155717801146328e-06,0.4670366577120469
4198,1643.0,52563,13.0,15.0,0.06428218086243065,3.5279110022690677e-06,0.0016104803450220483,39664682.5,1.2550287464454218e-08,0.45928924359834655
4199,1643.0,52563,51.0,51.0,0.014995783571727372,0.8637577288337633,0.0003756937673311895,42972063.0,0.7385731239197479,0.4975863934151117
4200,1643.0,52563,6.0,9.0,0.11100101898994719,1.3977685845948096e-17,0.002780941109376817,37545419.0,6.66019392770185e-21,0.43474965652612974
4201,1643.0,52561,19.0,23.0,0.09078771101919858,6.677827230522003e-12,0.0022745324834990382,38029485.0,1.5096395280073162e-16,0.4403715577354905
4202,1643.0,52561,15.0,22.0,0.05836278244622084,3.6170576673625594e-05,0.0014621807622536597,40528424.0,1.49478919162478e-05,0.4693086222294212
4203,1643.0,52559,56.0,51.0,0.053937761183018296,0.00017793788922066246,0.0013513201211220783,44997016.5,0.003540975961106744,0.5210735899997819
4204,1643.0,52559,8.0,14.0,0.11040161144238603,2.1392182487066502e-17,0.0027659271663164225,37000489.0,2.4817032193844264e-24,0.42847235516109033
4205,1643.0,52559,19.0,21.0,0.06331139649489004,5.2480314906215715e-06,0.0015861608287668129,39937035.0,2.0810902555789715e-07,0.4624780889950102
4206,1643.0,52559,19.0,19.0,0.03057984154305815,0.09975740070973507,0.0007661266294988425,41955308.5,0.04984253086233058,0.48585006118446467
4207,1643.0,52559,24.0,27.0,0.08984060656894799,1.1556981768572052e-11,0.002250805682098913,37995009.5,1.0344967383883107e-16,0.4399890824370727
4208,1643.0,52559,21.0,13.0,0.16080827439127415,1.9752893414277242e-36,0.004028781544908923,50813264.0,6.285496263579193e-36,0.5884267880757534
4209,1643.0,52559,22.0,34.0,0.18199491011677832,1.5245801557259395e-46,0.0045595771605744,33078709.0,5.856782501587899e-59,0.3830574334009033
4210,1643.0,52559,23.0,26.0,0.07374927358972883,5.346359435199174e-08,0.0018476643289249857,38681756.0,6.024365492297941e-13,0.44794173112378693
4211,1643.0,52554,16.0,19.0,0.08526701955761301,1.5065066825899727e-10,0.002136225212490538,38172680.0,1.0474869943271807e-15,0.4420885953759506
4212,1643.0,52554,47.0,52.0,0.06975515385027503,3.358464223790006e-07,0.0017476008793227422,39031523.0,3.302898358197715e-11,0.4520350988836547
4213,1643.0,52554,6.0,6.0,0.03055928723783663,0.10016083655678931,0.0007656127798520936,42099006.0,0.05325894143060346,0.4875604864333265
4214,1643.0,52553,18.0,19.0,0.03327297478629204,0.057485515791752755,0.0008336000073971828,41922063.5,0.04503110160410976,0.4855205038407796
4215,1643.0,52553,6.0,6.0,0.029162201369932084,0.13085909921366773,0.0007306112974217354,41967887.5,0.03460986660203783,0.48605121463386836
4216,1643.0,52552,54.0,58.0,0.04425815448295617,0.003747248399501569,0.001108816052151054,41315895.0,0.002962616827775014,0.4785092668148324
4217,1643.0,52552,6.0,13.0,0.14219671659068905,1.4053983728804473e-28,0.0035625073788300163,35703558.0,5.610632662629308e-35,0.4135087322024815
4218,1643.0,52552,36.0,46.0,0.1305623311211006,3.6835574599669514e-24,0.0032710267801403306,35609418.0,9.287898502481636e-34,0.4124184287641087
4219,1643.0,52551,29.0,32.0,0.06489959560832614,2.73215374545936e-06,0.0016259542447378315,40185488.0,1.7053015857858811e-06,0.46542606212765425
4220,1643.0,52551,35.0,32.0,0.07501362065541456,2.9255565790343994e-08,0.0018793447597719253,45809347.0,2.2614240628453812e-05,0.5305612807999065
4221,1643.0,52549,25.0,24.0,0.031266044860173814,0.0870724877988867,0.0007833205616990288,43124176.5,0.9425997523228083,0.49948079644692284
4222,1643.0,52549,19.0,16.0,0.06409187786787807,3.81574194288829e-06,0.001605719111462079,45085616.5,0.001865928714637331,0.5221989488360554
4223,1643.0,52549,6.0,6.0,0.12391601765836457,8.3415984668404155e-22,0.0031045168965166416,37191556.0,5.385325990801377e-25,0.43076690431364717
4224,1643.0,52546,44.0,56.0,0.09638099547429546,2.328641662295471e-13,0.0024146732082843685,37444167.5,4.951160705216215e-20,0.4337175086008169
4225,1643.0,52547,16.0,12.0,0.13443520597002911,1.3720361938224975e-25,0.0033680602161861983,49400595.0,2.629677710810275e-25,0.5721984669412438
4226,1643.0,52544,34.0,41.0,0.10502351262470322,8.780962533599076e-16,0.002631199307101711,38939285.0,1.2995818055410154e-11,0.45105269105710344
4227,1643.0,52543,18.0,18.0,0.020552102883614476,0.5074465837598522,0.0005149008361877002,43479545.5,0.611235821194047,0.5036543236899473
4228,1643.0,52543,18.0,27.0,0.10006133688792512,2.2934780189465972e-14,0.0025068805039278183,37941579.0,2.943429834628085e-17,0.4395041413432831
4229,1643.0,52541,29.0,23.0,0.105040908086932,8.679221510453143e-16,0.002631637401148579,48553316.5,5.0744128415831974e-18,0.5624488103734379
4230,1643.0,52540,63.0,74.0,0.10406595120061557,1.6685788380703376e-15,0.0026072121174638852,37725214.5,3.096738066924597e-18,0.4370227906234267
4231,1643.0,52539,20.0,26.0,0.10326567597345904,2.8403773864326948e-15,0.002587163200886175,36979973.5,3.5314638551999644e-23,0.4283977979225287
4232,1643.0,52536,22.0,27.0,0.10148978445038781,9.113579180305262e-15,0.002542673162731637,36944300.0,2.3303225964072384e-23,0.42800897458390647
4233,1643.0,52511,33.0,37.0,0.0780145615491884,6.714228353957916e-09,0.001954551041642652,39843963.0,1.2880016673194998e-07,0.4618220617323515
